Temperature_min,Temperature_max,WindSpeedAt3am,WindSpeedAt10am,WindSpeedAt6pm,HumidityLevelAt10am,HumidityAt6pm,PressureAt10am,PressureAt6pm,TemperatureAt10am,TemperatureAt6pm,WillRainTomorrow?
29.2,27.6,28,20,16,82,83,1019.2,1015.5,29.9,29.3,Yes
20.1,22.4,29,10,17,75,45,1029.5,1029.6,22.9,27.5,No
27.2,35.1,24,7,12,77,46,1028.2,1022.2,27.7,43.3,No
12.9,23.6,25,5,17,104,75,1029.3,1018,23.5,33.3,No
24.7,24.4,80,22,24,68,91,1017.2,1009.8,31.1,33.9,Yes
32.6,22.6,23,11,12,110,106,1017.7,1016,30.4,29.6,Yes
32.7,28.6,52,27,22,76,87,1028.9,1030.2,31,27.2,Yes
22.1,28.6,24,15,18,69,41,1034,1025.7,21.7,31,No
34.8,36.3,46,15,17,89,50,1018,1019,40.3,43.4,Yes
28.7,29.4,37,26,14,90,78,1014.8,1015.5,29.2,39.2,Yes
21.7,22,57,29,29,80,80,1016.2,1017.6,21.5,24,Yes
19.3,27,32,11,7,82,79,1016.8,1021.9,31.9,33,Yes
21.6,22.1,43,6,15,106,109,1013.6,1008.9,28,26.7,Yes
22.8,23.3,36,18,20,94,85,1033.3,1029.2,25.8,32.9,Yes
28.6,31.4,33,22,17,74,55,1025.3,1018.4,32,34,No
38.6,39.3,60,7,22,68,36,1026.2,1022.2,32.5,44.2,Yes
18.8,20.4,36,8,24,88,67,1027.3,1016,24.9,22.1,No
30.6,33.3,36,24,23,74,65,1031,1026.3,37.1,41.3,No
34,28.4,36,9,8,102,102,1029.5,1022.6,30.3,31,Yes
18.8,31.1,34,23,15,71,63,1030.5,1026.9,25.1,32.8,No
32.9,41.8,35,6,21,36,23,1019.4,1019.1,36.4,49.4,No
24.7,35.6,46,20,20,61,64,1019.5,1014.3,39.4,39.8,Yes
21.4,34.1,94,12,27,63,32,1017.6,1014.8,29.2,38.3,No
26.8,41.1,55,6,7,82,53,1019,1017.1,33.8,40.8,Yes
35.5,40.5,41,13,24,96,65,1012.2,1011.7,38.8,42.1,Yes
24.6,36.4,47,11,13,86,80,1025.2,1023.4,31.5,32.3,Yes
25.7,27.9,40,26,24,68,73,1023.5,1025.8,24.5,30.9,No
18,26.6,46,11,21,53,42,1026.4,1026.2,26.6,33.7,No
30.6,29.8,31,9,20,67,66,1029.7,1022.1,33.3,39.7,No
34.6,42.4,37,12,23,79,46,1017.8,1012.9,44,46,No
24.7,33.4,36,10,17,72,49,1026.7,1020.9,27.1,42.1,Yes
26,38.6,29,8,18,87,42,1036.3,1029.6,35.3,43.8,No
20.1,25.4,28,14,12,102,83,1021.8,1023.4,31.2,28.6,Yes
25.2,21.8,24,4,21,88,57,1027.4,1022.8,21.7,25.6,Yes
26.1,28.3,27,21,16,104,69,1038.2,1031.1,28.9,28.1,No
17.9,16.6,32,7,20,103,88,1019.8,1018.7,26.1,29.2,Yes
38,44.5,38,14,14,71,50,1020.4,1019.7,46.6,45.5,No
25.8,22.4,43,7,21,97,86,1019.1,1020.2,33.2,30.9,No
16.3,21,26,10,19,101,99,1012.9,1012.3,21.1,19.6,Yes
27.8,29.6,40,23,25,83,63,1029.1,1032.4,31.3,34.8,Yes
15.7,19.4,33,16,30,71,75,1040.4,1033.6,26.6,32.3,Yes
23.8,31.5,25,13,10,90,61,1028.5,1029.9,24.9,30.4,Yes
34.1,41.2,42,24,21,77,51,1018.5,1016,32.9,44.8,No
23.7,20.2,32,12,18,107,79,1022.5,1017.7,23.9,24.6,Yes
33.8,22.6,38,29,23,80,87,1022.1,1022.2,27.8,31.6,Yes
26.2,34.2,22,7,18,109,50,1028.1,1028.2,28.5,36,No
38.1,33.2,44,17,21,87,66,1020.7,1025.7,34.5,38.9,No
33.8,34.8,34,12,16,102,76,1028.3,1024.7,30.4,33.5,Yes
23.3,25.4,28,8,23,106,53,1024.5,1025.4,20,38.2,Yes
30.2,26.1,40,23,22,105,84,1017.7,1011.5,28.2,28,Yes
22.6,24.5,41,24,28,93,52,1021,1025.3,27.1,29,No
23.3,21.6,27,7,15,104,102,1016.9,1015.1,31.2,25.6,Yes
17.2,25.6,25,15,6,87,53,1035.7,1037,22.3,29.4,No
17.9,23,29,12,15,69,53,1034.2,1030.9,22.1,36.3,No
37.9,44.6,53,26,31,52,33,1014.2,1012.9,47.1,53.4,Yes
29.6,30.3,44,22,16,66,58,1030.5,1027.5,28.1,36,No
15.6,18.3,21,7,21,96,91,1024,1028.2,24.5,20.9,Yes
20.8,25.1,63,18,32,104,97,1021.9,1020,22,30,Yes
34,35.2,43,16,22,90,58,1026.5,1028.1,33.7,43.6,Yes
28.4,43.2,63,15,36,37,13,1016.6,1012.3,36.5,56,No
24.3,31.1,25,17,13,71,31,1031.3,1026,24.8,34.7,No
18.8,18.7,38,11,19,90,98,1027.7,1029.3,28.1,23.7,Yes
35.7,33.9,36,2,10,92,56,1023.8,1014.9,40.1,47.9,No
28.8,16.6,49,11,27,99,87,1012.9,1008.4,20.4,28.4,Yes
35.7,36.3,33,18,20,84,90,1016.3,1012.5,41,44.1,No
23.8,35.7,27,8,22,89,53,1019.1,1017.8,31.9,45.9,No
27.9,39.2,64,9,22,96,55,1017.1,1003.7,40,40.9,Yes
29.2,26.6,73,8,36,80,50,1011.9,1012.6,29,38.1,Yes
36,35.8,39,22,27,52,37,1011,1019.2,33.2,43,No
40,48.8,33,9,21,49,21,1026.4,1025.1,45.7,50.6,No
29.7,25.5,32,14,21,90,98,1032.7,1029.3,29.2,27.9,Yes
35.1,42,69,27,32,62,51,1022.8,1020.6,37.7,44.5,Yes
33.1,39.2,43,24,14,28,11,1017.3,1016.2,30.7,45.8,No
27.2,29.2,38,10,29,84,52,1025.3,1017,32.3,31.7,Yes
12.9,27.5,27,11,12,77,47,1026.9,1020.2,22.7,28.6,No
35.4,28.1,36,27,16,91,99,1019.8,1022.7,34.5,34.1,Yes
22.1,25.9,30,8,22,92,67,1031.8,1029.5,28.5,36.2,No
35.1,39.9,33,9,10,86,42,1019,1011.8,35.5,42.6,Yes
15.7,35.6,57,10,37,74,40,1020.5,1013.1,35.2,40.2,No
34,37.3,30,13,10,109,52,1024.9,1020.1,39,41.9,No
21.3,31.5,58,29,34,50,34,1011.5,1008.2,39.7,39.7,No
26.1,34.8,53,29,25,47,27,1030.1,1027.5,31.7,37.2,No
23.4,37.9,34,19,19,67,42,1021,1015.3,33.3,46.8,No
38.3,43,100,18,10,99,54,1012.6,1008.7,34.7,49.4,Yes
24.5,36,35,28,15,64,37,1018.6,1021.8,36.9,42.6,No
21.1,23.8,32,11,20,102,102,1020.7,1010.9,27.7,22.9,Yes
21.2,27.4,65,24,22,58,43,1019.1,1013.7,26.1,28.5,No
27.7,38.2,49,12,19,68,50,1024.7,1022.6,38,50.6,No
14.9,25.6,34,10,24,90,63,1025.5,1018,25.6,36.7,Yes
23.5,33.3,33,18,14,75,48,1028.4,1028.3,35.2,42.2,No
24.3,31.9,30,11,19,107,78,1017.6,1019.8,27.8,37.6,Yes
14.6,22.8,25,19,15,76,65,1029.6,1029,22.2,31.8,No
36.3,25,85,37,34,100,96,993.7,999.8,28.7,31.3,Yes
28.7,28.4,47,15,6,79,88,1021.8,1015.7,32,30.2,Yes
22.2,34.1,20,9,9,110,62,1022.9,1021.1,25.7,34.7,Yes
10.6,22.7,29,7,14,109,50,1027.3,1028.1,17.4,28,No
28.8,31.2,52,20,28,83,53,1005.9,1005.2,31.9,39.5,Yes
24.7,33.4,36,10,17,72,49,1026.7,1020.9,27.1,42.1,Yes
33.6,32.1,40,8,18,106,56,1025.2,1025,31.9,38.3,No
27.3,41.4,56,18,38,48,28,1023,1014.2,37.2,47.5,No
38.6,34.8,24,10,14,90,92,1016.9,1018,39.4,39.1,Yes
15,21.8,33,16,16,87,51,1027.9,1029.2,17,36,No
31.3,27.5,37,11,8,110,70,1031.4,1035,32.9,31.9,Yes
20.3,33.7,35,10,19,79,36,1025,1019.9,24.9,42.3,No
26.5,34.5,23,8,13,90,52,1025.9,1026.4,31,39.1,No
29.4,39.3,32,17,20,72,42,1021.8,1024.1,33.2,42.9,No
25.8,35.8,24,10,14,54,37,1021.5,1018.3,33.7,38.4,No
29,35.4,40,16,29,70,65,1021.4,1018.2,33.9,36.3,Yes
28.8,29,38,13,18,102,66,1029,1022.8,30.5,33.9,No
29.6,21.2,39,19,27,105,99,1013.4,1014.7,25.8,29.4,Yes
31.6,35.8,49,8,32,88,57,1023.8,1021.9,38.1,47.6,Yes
21,28.1,53,16,21,106,104,1023.2,1019.3,25.9,27.8,Yes
22.7,21.6,46,23,23,78,69,1030.7,1035.2,25.6,26.8,Yes
23.6,30.1,28,10,20,55,36,1032.2,1020.1,33.8,43.5,No
27.8,26.2,49,17,13,48,93,1017.3,1013,29.9,28.9,Yes
24.8,25.7,43,10,25,75,41,1026,1027.4,22,32.5,No
24.2,22.8,43,26,13,100,109,1019.1,1023.5,27.7,31.6,Yes
19.5,28.6,27,19,16,64,45,1030.8,1019.4,27,34.1,No
35.5,26.2,28,14,11,87,82,1028.9,1025.9,36,30.8,Yes
26.4,35.9,32,15,15,104,62,1009.2,1003.3,35.3,41,No
17.6,25.6,38,18,30,64,47,1029.5,1027.2,29.6,30.1,No
32.8,42.1,33,29,9,86,50,1026.8,1020.3,36.1,45.1,No
21.9,20.2,54,35,27,73,42,1014,1018.6,18.9,31.2,No
24.6,37.7,48,16,15,79,55,1033.3,1030.4,32.4,39,No
28.2,35,39,2,23,70,47,1023.3,1017.6,34.2,44.6,No
21.5,18.2,29,14,18,103,83,1024.6,1023.8,26,23.2,Yes
26.8,39.9,42,12,31,81,64,1027.9,1025.7,39.2,43.3,No
16.3,32.7,66,19,28,78,46,1023.5,1015,24.8,37.4,No
21.8,18.8,72,40,40,90,69,1012.8,1013.8,19,22.4,Yes
10.4,22.1,17,8,13,109,63,1031,1033.3,13.6,32.5,No
36.2,28.1,29,12,13,95,95,1009.7,1005.2,32.4,38.8,Yes
25,32.2,53,2,22,89,48,1031,1021.2,30.4,34.7,Yes
35,35.7,52,27,25,71,62,1021.4,1022.5,39.2,44.8,Yes
36.7,42.5,48,18,17,73,41,1017,1014.8,41.1,52.6,No
21.5,18.2,29,14,18,103,83,1024.6,1023.8,26,23.2,Yes
14.6,22.7,56,11,22,91,57,1025.6,1022.7,20.1,26.1,No
21,24.9,40,9,24,108,81,1021,1016.5,26.7,29.8,No
22.9,22.9,24,9,13,92,80,1032.8,1023.7,31.5,28.5,Yes
19.8,24.7,23,2,19,102,69,1027.4,1020.4,25.1,29.2,No
32.8,46.1,40,4,10,96,37,1010.5,1008.8,35.4,47.5,No
19.5,20.2,19,6,15,105,64,1029.8,1026.9,17.4,22.7,No
16.8,32,52,4,23,100,63,1019,1014.3,24.2,40.4,Yes
26.9,32,49,19,20,74,44,1029.4,1023.2,29,34.7,No
22,25.9,38,17,19,63,43,1016.7,1013.3,27.9,32.3,Yes
31.2,28.2,44,10,21,102,77,1025.4,1028.3,31.9,31.3,Yes
28.2,35.4,43,15,22,64,25,1021,1019.1,30,37.9,No
29,38.5,96,9,34,66,31,1005.9,1002.7,38.2,52.9,Yes
22.2,28.8,33,18,13,65,45,1019.8,1020.1,30.4,33.7,No
38.1,39.4,47,29,29,94,79,1015.1,1012.7,32.7,42,No
28.4,18.9,24,17,14,87,86,1013.8,1009.5,27.3,26.3,Yes
31,35.4,39,14,14,73,52,1028.5,1029.9,38.8,45.6,No
31.1,41.9,49,23,17,64,28,1019.8,1020.3,36.2,48.7,No
26,33.5,36,22,20,65,33,1030.2,1023.7,36.1,44.1,No
31.3,38.4,72,15,23,75,45,1016,1015.4,39.6,49,Yes
35.4,39.1,46,25,23,38,26,1014,1020,32.4,47.5,No
35.1,33.8,34,5,21,85,74,1025.4,1020.7,33,38.8,Yes
25.2,27.4,37,24,25,77,61,1027.1,1023.6,33.5,32.8,No
31.9,30.6,38,14,20,89,71,1027.5,1023.7,38.4,36.3,Yes
25.7,24.2,24,16,13,88,69,1025.5,1024.7,28.9,38.2,No
15.5,22.1,38,14,30,103,61,1021.1,1019.4,24.1,34.3,No
38.5,44.5,50,13,16,77,41,1012,1011.6,38.5,46.7,Yes
35.2,31.8,26,18,20,84,83,1026.5,1027.3,34.2,30.4,No
24.1,26.7,60,30,42,68,39,1025.9,1023.5,24.7,29.3,No
28.5,33.9,40,12,28,107,43,1011.2,1009.8,30.5,41.4,No
29.4,26.8,35,15,22,76,72,1030.2,1025.5,32.4,36.7,Yes
31.6,34.7,65,14,10,104,65,1022.2,1023.1,29.7,35.7,Yes
26.3,26.5,25,6,13,97,85,1019.6,1019,30.4,34.3,Yes
26.5,21.3,54,24,32,108,69,1024.4,1023.8,29.4,27.2,Yes
27.6,40,49,6,24,77,28,1019.7,1023.2,31.6,46.1,No
24,38.1,56,19,15,73,33,1015.2,1002.8,36,40.1,Yes
36.3,35.7,46,8,26,100,101,1011.6,1012.9,40.1,40.8,Yes
28.4,33.7,28,2,21,84,61,1038.5,1030,31.2,34.1,No
28.6,36,49,32,29,49,27,1029.3,1028.7,32,43.6,No
29.3,32.9,44,30,22,95,77,1015.7,1014,32.3,39.8,Yes
21.3,23.7,27,15,14,95,72,1024.1,1019.9,24.8,29.9,Yes
21.7,16.7,49,7,14,107,105,1029.8,1027.8,25.7,23.6,Yes
19.5,19.9,32,5,21,105,61,1020.7,1020.8,18,23.3,No
23.1,31.6,36,20,23,74,73,1028,1024.8,37.6,29.9,Yes
42.1,51,48,25,23,30,19,1016.9,1013.3,48.6,57.4,No
26.9,29.7,47,24,24,77,65,1027.8,1031.7,36.3,35.7,Yes
20.8,30.7,65,9,41,72,69,1004.9,1010.6,33.6,28,Yes
20.1,23.5,65,30,36,100,62,1005.8,1004.3,28.1,33.6,Yes
16.7,27,31,8,24,87,49,1021.6,1025,22.7,35.6,No
35,32.4,52,27,24,100,104,1031.3,1027.5,35.7,36.5,Yes
26.7,26.6,43,23,25,91,55,1016.7,1019.9,23.8,33,No
34.3,40.8,45,11,27,53,17,1015.4,1015.1,37.8,47.7,No
24.6,32.4,45,11,28,78,71,1023,1019.2,34.2,29.6,Yes
29.5,32.3,42,10,19,71,43,1013.9,1015.9,38.2,36.6,Yes
35.8,44.3,45,19,16,45,29,1016.6,1016.5,33,51.3,No
27,21.6,41,15,32,98,86,1007.1,1008.4,28.9,30.9,Yes
26.5,29.8,48,19,28,77,62,1031.9,1032.8,30.9,32.5,No
33.2,38,56,6,25,107,64,1021.1,1016.3,42,40.8,Yes
37.3,33.6,51,26,34,45,54,1018.2,1019.4,37.6,39.6,Yes
25.4,19.4,38,18,21,104,105,1031.1,1031.9,24.7,19.2,Yes
19.7,27.7,27,4,18,102,44,1029.8,1026.9,18.3,30.2,No
33.9,31.8,63,34,32,96,44,1021.7,1023.5,34.9,39.6,No
17.6,27.4,38,13,17,90,60,1033.6,1030.8,24,31,No
30.1,34.2,73,21,25,63,36,1020.9,1021.6,29.9,42.6,Yes
16.9,31.8,35,5,22,89,30,1022.8,1019.9,25.8,35.2,No
41.9,43.6,70,38,28,25,36,1014.5,1014.3,43.1,45.4,Yes
33.6,45.6,58,11,32,65,32,1009.8,1010.3,37.1,51.1,Yes
32.9,32.9,30,20,24,97,73,1020.1,1022.1,30.9,40.9,No
18.9,22.2,38,23,24,104,69,1027.4,1025.6,25.3,26.4,No
37.8,27.1,44,13,22,93,98,1025.9,1020.9,32.6,34.3,No
28.7,27.7,28,15,12,83,73,1034.6,1030.6,30.9,31.2,No
27.3,22,72,25,35,99,94,1012.9,1005.4,24.2,23.9,Yes
21.1,23.1,75,16,28,88,83,1013.6,1007,30.5,26.3,Yes
35.1,43.3,73,19,33,51,53,1010.1,1004.7,48.4,46.1,Yes
21.3,23.7,27,15,14,95,72,1024.1,1019.9,24.8,29.9,Yes
23.7,34,35,12,11,93,61,1023.6,1018.9,25.2,33.1,Yes
18.4,14.8,38,23,21,106,98,1020.6,1021.1,24.7,17.4,Yes
30.6,40,37,7,13,93,79,1018.8,1011.6,39.6,41.8,No
37.5,32.8,27,17,17,76,79,1019,1017.1,33.5,37.5,Yes
17.1,25.8,46,9,19,90,51,1016.7,1016.8,26.5,31.8,No
18.9,35,44,10,23,77,28,1021.8,1017,36.1,39.7,No
39.8,39.7,64,30,27,75,68,1014.6,1015.2,43.4,41.3,Yes
25.8,35,28,13,16,82,55,1025.9,1024,31.6,37.2,No
35.4,32.4,34,13,19,79,53,1033.7,1023.2,31.1,35.3,No
21.5,24.9,20,9,15,108,58,1045.3,1037.6,26.4,28.1,No
35.4,34.1,46,11,21,83,73,1018.5,1018.3,34,35.7,Yes
22.8,23.2,27,16,14,107,108,1023.3,1015.1,32.2,28.4,Yes
23.9,22,50,26,31,92,103,1026.2,1025,31,29.2,Yes
39.7,30.7,54,29,24,104,107,1023.3,1023.4,35.6,37.6,Yes
23.7,41.6,40,4,22,80,36,1021.9,1010.9,32.6,49.9,No
21.6,19.2,33,26,24,91,63,1027.2,1027,26.8,28.7,No
35.1,37.5,42,6,24,82,49,1028.8,1021.8,43.5,43.4,No
28.8,26.2,38,13,22,95,48,1025.7,1024,23.8,36.3,No
31.9,29.7,75,27,34,38,50,1010.8,1005.1,30.1,36.5,Yes
23.5,24.2,34,18,11,92,68,1033.3,1034.1,26.7,31.9,No
24.3,17.4,52,19,26,98,72,1015.7,1022.9,23.1,28.1,Yes
20.9,26.7,35,14,15,60,44,1019.2,1019.3,24.1,30.1,No
16,23.8,41,13,26,88,67,1018.4,1016.8,28.2,26.7,Yes
28.9,38.2,33,14,26,70,62,1028.2,1030.2,32.1,47.3,Yes
36.4,37.1,107,15,23,102,53,1026.8,1014.9,39,47.4,Yes
32.4,27.5,26,21,17,103,72,1032.5,1028.5,32.8,35.4,No
33.8,22.6,38,29,23,80,87,1022.1,1022.2,27.8,31.6,Yes
22.9,17.1,19,10,5,110,108,1019.2,1025.6,30.4,21.7,Yes
25,31,80,34,39,46,37,1005.7,1007.1,33.6,36.7,No
24.7,35.6,46,20,20,61,64,1019.5,1014.3,39.4,39.8,Yes
33.2,37.7,44,8,15,83,51,1021.4,1017.8,29.4,46.3,Yes
24.1,25.8,27,12,18,105,83,1019.3,1018.5,31.5,28.3,Yes
31.3,37.4,40,10,27,87,54,1018,1023.8,34.2,41.7,No
28.4,28.3,45,26,19,71,83,1020,1023.3,34.4,29.5,Yes
16.8,26.6,28,7,21,107,70,1027.2,1019.7,24.9,26.3,Yes
13.7,25,35,11,17,79,51,1033.8,1033.1,25.2,31.2,No
31.7,42.4,25,10,15,47,24,1025.5,1022.7,42.2,46,No
37.2,42.2,64,14,23,69,26,1023.6,1017.6,35.6,46.3,No
27,21.3,54,18,27,77,67,1015.9,1018.9,22.1,31.5,No
34.8,34.5,52,38,27,42,46,1015.3,1020.7,38,38.8,No
32.3,33.6,31,25,11,67,37,1023.3,1027.2,40.1,43.9,No
34.2,35.6,35,5,22,75,42,1017.4,1013.9,35.5,48,No
26.4,41.6,28,8,14,62,29,1026.2,1015.6,37,48.8,No
24.1,29,36,18,17,59,35,1034.2,1035.1,22.4,31.6,No
27.7,36.3,56,13,36,65,38,1014.4,1010.6,39.2,45.7,No
34.2,39.2,38,23,22,74,42,1019.9,1017.2,34.1,45.4,Yes
28.2,40,44,4,34,84,48,1021.4,1013.8,33.8,42.5,Yes
15.5,23.4,28,9,17,85,53,1027.7,1018.3,29.1,35.3,No
30.4,31.4,28,8,12,99,61,1030.4,1024.2,30.6,34.9,No
24.9,22.1,28,11,11,100,41,1024,1022.3,27.9,32.6,No
20.6,30.7,33,19,15,79,28,1029.2,1029.7,22.7,35.7,No
20.1,24.7,26,8,14,106,83,1033.4,1030.4,25,30.8,No
27.1,31.9,64,11,15,70,102,1023.2,1024.5,37.3,30.6,Yes
24.6,36.4,47,11,13,86,80,1025.2,1023.4,31.5,32.3,Yes
24.2,38.6,53,21,15,59,38,1021.4,1017.1,28.9,41.3,No
21.5,23.8,34,22,22,85,46,1031,1030.8,25.4,27.7,No
26.4,34.9,30,9,21,79,51,1029.5,1019.5,41.7,45.4,No
29.7,38.9,51,23,13,46,21,1022.8,1016.6,38.8,43.8,No
37.1,44.2,42,15,18,44,22,1018.4,1011.8,37.2,56.5,No
14.5,29.3,23,10,14,83,55,1032.6,1028.3,21.2,28.7,No
16.3,32.9,38,14,21,89,48,1025.6,1025.3,26,34.7,No
11.9,23.3,30,10,14,79,49,1044.4,1041,23.4,27.9,No
26.9,26.7,35,15,24,89,58,1024.6,1018.1,28.6,33,Yes
24.7,20.3,31,23,13,94,94,1029.8,1028.3,21.5,32.3,Yes
37,35.8,64,12,26,63,29,1016.6,1017.4,35.6,47.2,No
26.5,37.2,74,19,47,96,38,1010.1,1008.1,28.7,37.5,No
18.4,27.8,29,17,17,75,59,1034.9,1034.3,28.4,28,No
17,22.6,63,19,27,99,63,1023.2,1020.6,24.6,35.4,Yes
23.6,23.7,34,21,17,87,66,1016.6,1018.2,28.2,28.7,No
19.4,28.9,37,9,17,64,41,1036.9,1033.6,34,38.9,No
32.3,26.8,36,20,25,96,77,1025,1017.5,33.8,34.3,Yes
20.5,25.5,51,7,31,62,48,1021.1,1020.1,23.5,35.9,No
26.2,28.9,45,9,23,79,52,1011.1,1015.2,30.2,39.3,No
33.9,41.1,54,29,25,64,43,1016,1016.4,36.1,46.1,Yes
29,25.8,49,18,16,92,62,1017.2,1014.2,26.2,30.2,Yes
21.7,29.9,36,2,25,82,60,1033.4,1027.9,29.1,33.1,No
34.6,28.9,60,29,28,105,85,1030.9,1025.4,29,33.6,Yes
26.5,30.1,23,8,8,108,58,1032.1,1034,28.3,37.7,No
29.2,32.1,36,18,15,85,75,1016.9,1012.4,35.1,35,Yes
26.8,41.1,55,6,7,82,53,1019,1017.1,33.8,40.8,Yes
20.1,25.5,69,14,27,74,92,1038.3,1038.4,28.8,33.6,Yes
23.9,25,48,28,24,48,59,1026.3,1020.6,29.3,32.6,No
17.9,24.9,34,17,18,73,38,1035,1035,18.2,32.4,No
21.9,23.2,64,37,26,102,101,1009.6,1001.5,33.8,31.7,Yes
23.2,20.8,63,27,37,89,58,1019.5,1020.1,28.6,25,No
30.4,44,34,12,6,47,26,1015,1012.6,45.9,43.1,No
25.2,33.6,32,8,24,87,48,1023.1,1020.6,25.5,44.7,No
31.7,40.9,40,8,19,56,33,1028,1021,44.6,44.1,No
29.9,29.1,47,25,27,63,47,1021.2,1015.5,28.6,41.8,No
28.3,21.8,47,16,34,91,70,1021.6,1018.4,22,31.5,Yes
32,30,55,27,26,91,97,1011.6,1010.4,27.9,30.2,Yes
27.5,28.2,60,23,22,81,63,1009.6,1002.2,29.5,33.2,Yes
23.3,32.6,43,4,32,77,61,1030.3,1028.9,28.6,36.6,No
30.3,25.4,49,32,31,78,87,1021.9,1017.7,27.1,29.1,Yes
32.7,28.8,17,10,15,103,101,1021.5,1020.2,27.6,33.3,Yes
25.1,22.3,31,16,18,102,84,1019.9,1014.5,24.6,27.7,Yes
39.5,32.7,44,18,16,92,89,1016.8,1018.9,36.8,33.4,Yes
28.9,32.6,51,16,19,56,64,1020.2,1027,37.9,37.7,Yes
14.9,24,38,8,24,103,63,1031.2,1026.9,20,30.4,Yes
32.2,38.5,29,10,12,74,41,1012.6,1014.1,42.3,41.1,No
24.9,28.4,34,5,14,110,60,1035.5,1030.8,32.5,41.6,No
21.3,28.6,29,23,9,97,74,1030.6,1027.2,24.8,31.9,Yes
20.3,19.5,48,26,22,106,98,1028.2,1027.7,23.9,31.3,Yes
20.1,23,52,29,32,75,43,1014.5,1022.5,20,33,No
19.8,23.4,34,14,18,90,53,1031,1025,15.6,33,No
34.5,28.2,36,16,12,84,72,1036.9,1030.8,32,34.7,Yes
31.7,41.4,46,20,15,60,49,1015.4,1009.1,44.6,47.9,No
27.6,23.1,38,25,23,98,100,1027.6,1021.9,30,28.5,Yes
23.8,36.2,30,19,22,79,43,1021,1014.2,38,44.7,No
19.2,24.8,21,21,10,102,105,1027.1,1021.6,29,28.8,Yes
28.4,22.8,65,37,36,82,57,1024.6,1028.5,27.5,27.9,No
25.8,26.9,47,14,26,86,67,1013.3,1012.8,31.2,32,Yes
26.3,29.1,44,18,28,84,71,1014.7,1013.3,36.4,36.4,Yes
33.9,41.6,54,16,23,51,44,1019.3,1013,42.3,46.9,Yes
28.3,28.3,33,13,26,80,58,1031.6,1024.7,31.6,30.5,Yes
40.9,50.7,43,16,12,66,40,1012.6,1005.9,48.1,49.4,Yes
34.1,41.9,66,19,17,90,56,1016.2,1013.3,31.7,41.9,Yes
18.8,24.9,51,7,30,79,55,1018.1,1020.5,25.8,31.3,No
16.8,26,30,11,12,82,47,1036.8,1031.2,25.6,37.8,No
28.9,31.7,60,26,41,52,27,1018.1,1015.7,38,42.5,No
26.8,39.8,35,20,21,58,34,1018.8,1016.3,29,45.1,Yes
17,28.1,49,8,29,89,52,1025.3,1023.9,21.9,32.2,No
33.2,34.9,38,24,11,72,38,1018.1,1014.5,28.4,43.6,No
32,30.2,26,10,17,91,67,1030.3,1023.4,30.6,36.4,No
23.7,24.6,31,20,9,69,49,1028.7,1029.7,30.2,32.4,No
28.4,42.6,25,18,16,53,42,1016.5,1018.5,35.3,51.9,No
28.1,33.1,32,27,14,72,42,1023.1,1026.3,33.3,40.6,No
28.5,33.2,22,14,11,67,51,1027.1,1029.8,32.9,40.2,No
28.2,38.5,30,13,17,83,53,1019.3,1016,30.6,42.2,No
15.8,21.1,46,9,32,64,45,1020.9,1019.8,28.4,25.6,No
33,38,28,10,13,84,42,1013.4,1014.7,38.6,42.4,No
38.6,34.8,24,10,14,90,92,1016.9,1018,39.4,39.1,Yes
20.1,25.4,28,14,12,102,83,1021.8,1023.4,31.2,28.6,Yes
26.7,36.3,33,17,16,41,23,1031.9,1024.1,37.2,42.2,No
29.1,35.6,43,14,16,74,55,1010.6,1009.5,29.8,41.7,Yes
31,36.1,30,9,20,66,45,1023.5,1012.3,32.5,44.8,Yes
28.8,29.7,31,10,11,90,106,1029.4,1023.8,37.3,27.1,Yes
27.4,47.1,45,16,18,60,25,1017.3,1013.7,42.2,54.7,No
28.4,45.4,35,13,20,59,21,1023,1016.6,40.6,53.3,No
32.9,41.3,37,10,18,79,35,1023.9,1019.1,31.3,43.4,No
29.7,40.3,40,18,18,58,35,1024.4,1016.2,38.4,44.5,No
16.4,20.2,47,25,21,71,54,1031.5,1027.2,22.3,26.4,No
31.4,34.8,34,13,19,97,58,1025.2,1023.2,31.6,41.4,Yes
35,37.6,29,4,24,106,54,1026,1021.2,38.4,46.9,No
36.8,44.2,64,17,27,54,28,1017.2,1013.8,43.9,56.5,No
14.3,20.3,49,23,30,81,62,1030,1026.9,24.8,28.7,No
39.9,30.7,47,12,17,102,96,1012.6,1011.4,32.8,30.2,Yes
21.2,24.5,40,21,26,60,47,1007.2,1011.7,31.3,29.1,No
28.7,31.2,33,23,19,69,50,1029.1,1028.3,34.7,38,No
34.9,29.7,38,12,12,109,92,1011.4,1010.3,29.5,36.9,Yes
34.3,45.7,45,8,18,85,42,1022.7,1020.6,37.6,54.1,No
40.5,41.2,51,9,19,97,67,1013,1014.9,33.9,39.8,Yes
16.8,25,22,10,13,74,69,1029.5,1028.2,24.7,30.8,Yes
19.2,32.3,23,9,15,92,48,1036.2,1027.7,31.2,39.8,No
20.7,24.5,20,14,8,104,57,1027.4,1021.6,22.2,31.6,No
23.3,34.3,23,16,16,107,61,1018,1008.3,33.1,35.4,No
30.4,35,63,22,21,65,40,1018,1022.7,37.4,40.3,No
19.2,21.7,46,10,20,83,98,1020.6,1016.7,28.1,25.9,Yes
33.4,28.9,27,6,16,90,87,1029.8,1031.4,27.4,32.2,Yes
